app_id,student_id,uni_id,program_id,anko_program_type,apply_date,status,decision_days,visa_status,enrollment_date,agent_score
1123,742,32,125,1+4,2025-05-01,Enrolled,41,Pending,2025-09-03,45
1124,742,2,6,6+6,2025-06-02,Under Review,36,Pending,,25
1125,743,45,180,Fall Bachelor,2025-06-17,Enrolled,48,Approved,2025-11-18,31
1126,744,43,169,6+6,2025-06-30,Rejected,54,N/A,,32
1127,744,18,72,6+6,2025-06-30,Enrolled,64,Approved,2025-11-03,22
1128,744,19,74,1+4,2025-06-30,Withdrawn,70,N/A,,27
1129,745,18,69,6+6,2025-06-30,Withdrawn,42,N/A,,9
1130,745,10,40,6+6,2025-06-05,Rejected,25,N/A,,18
1131,746,43,169,6+6,2025-04-15,Enrolled,25,Approved,2025-07-24,33
1132,747,16,63,1+4,2025-06-30,Enrolled,22,Approved,2025-10-18,40
1133,749,1,1,Fall Bachelor,2025-06-30,Withdrawn,58,N/A,,53
1134,749,14,56,1+4,2025-06-22,Rejected,54,N/A,,43
1135,750,19,76,6+6,2025-06-11,Rejected,10,N/A,,31
1136,751,18,70,6+6,2025-06-30,Enrolled,22,Approved,2025-10-18,47
1137,751,1,4,1+4,2025-06-30,Enrolled,20,Approved,2025-10-15,50
1138,751,23,90,6+6,2025-06-30,Accepted,50,Approved,,39
1139,752,47,187,1+4,2025-06-30,Enrolled,39,Approved,2025-10-09,60
1140,752,35,139,Fall Bachelor,2025-05-16,Enrolled,53,Approved,2025-10-04,55
1141,754,38,152,6+6,2025-06-05,Enrolled,56,Approved,2025-11-12,52
1142,754,18,69,6+6,2025-06-30,Enrolled,42,Approved,2025-11-12,45
1143,755,19,74,1+4,2025-06-30,Rejected,51,N/A,,58
1144,756,18,72,6+6,2025-05-08,Enrolled,10,Approved,2025-07-29,28
1145,756,50,198,6+6,2025-05-12,Withdrawn,42,N/A,,48
1146,757,21,82,Fall Bachelor,2025-06-30,Enrolled,53,Approved,2025-10-21,38
1147,758,17,66,1+4,2025-06-30,Under Review,10,Pending,,25
1148,758,6,21,1+4,2025-06-22,Under Review,31,Pending,,35
1149,758,33,131,6+6,2025-06-27,Enrolled,53,Approved,2025-10-19,30
1150,758,31,123,6+6,2025-06-30,Rejected,83,N/A,,21
1151,758,11,42,6+6,2025-06-28,Accepted,37,Approved,,22
1152,760,17,66,1+4,2025-06-06,Enrolled,45,Approved,2025-10-29,65
1153,761,18,69,6+6,2025-06-18,Submitted,52,N/A,,1
1154,761,4,14,6+6,2025-05-26,Rejected,54,N/A,,3
1155,761,30,120,6+6,2025-06-20,Rejected,10,N/A,,13
1156,761,14,53,1+4,2025-03-16,Withdrawn,24,N/A,,12
1157,761,7,25,1+4,2025-06-30,Rejected,70,N/A,,8
1158,762,12,47,6+6,2025-04-20,Enrolled,41,Approved,2025-08-04,43
1159,762,37,145,6+6,2025-05-13,Enrolled,15,Approved,2025-09-23,44
1160,764,5,19,1+4,2025-03-23,Withdrawn,48,N/A,,49
1161,764,49,193,Fall Bachelor,2025-06-30,Enrolled,32,Approved,2025-11-16,32
1162,764,10,37,1+4,2025-06-17,Enrolled,45,Approved,2025-11-07,31
1163,765,10,40,6+6,2025-06-19,Rejected,17,N/A,,9
1164,765,14,53,1+4,2025-06-28,Submitted,29,N/A,,10
1165,766,3,12,6+6,2025-06-14,Enrolled,70,Approved,2025-10-28,65
1166,767,49,196,1+4,2025-06-30,Enrolled,32,Approved,2025-10-29,43
1167,767,4,13,6+6,2025-06-06,Enrolled,48,Approved,2025-10-09,32
1168,768,9,33,6+6,2025-06-04,Enrolled,72,Approved,2025-10-18,30
1169,769,28,111,1+4,2025-06-30,Enrolled,33,Pending,2025-11-02,41
1170,769,37,148,6+6,2025-05-18,Rejected,78,N/A,,24
1171,769,10,40,6+6,2025-06-30,Submitted,93,N/A,,15
1172,770,12,46,6+6,2025-06-30,Enrolled,43,Approved,2025-11-07,38
1173,771,33,131,6+6,2025-06-04,Enrolled,63,Approved,2025-12-02,63
1174,771,13,52,6+6,2025-05-18,Enrolled,49,Approved,2025-09-19,50
1175,772,35,140,6+6,2025-04-19,Rejected,61,N/A,,21
1176,772,16,62,1+4,2025-04-07,Withdrawn,63,N/A,,21
1177,772,30,120,6+6,2025-02-18,Rejected,73,N/A,,20
1178,773,10,37,1+4,2025-06-03,Rejected,31,N/A,,29
1179,773,24,93,6+6,2025-02-17,Enrolled,38,Approved,2025-07-20,14
1180,773,11,42,6+6,2025-03-18,Withdrawn,41,N/A,,15
1181,773,35,140,6+6,2025-05-24,Withdrawn,11,N/A,,26
1182,774,24,93,6+6,2025-06-30,Enrolled,24,Approved,2025-11-21,10
1183,774,1,4,1+4,2025-05-18,Rejected,10,N/A,,26
1184,775,4,15,Fall Bachelor,2025-05-06,Accepted,85,Rejected,,29
1185,775,31,122,6+6,2025-02-10,Enrolled,62,Approved,2025-06-30,48
1186,776,45,178,1+4,2025-06-30,Rejected,47,N/A,,32
1187,778,3,11,1+4,2025-04-20,Enrolled,51,Approved,2025-09-09,36
1188,779,44,173,1+4,2025-02-19,Rejected,42,N/A,,19
1189,779,15,59,6+6,2025-02-17,Enrolled,61,Pending,2025-08-14,6
1190,780,3,10,6+6,2025-06-30,Rejected,10,N/A,,52
1191,780,31,121,1+4,2025-06-30,Enrolled,55,Approved,2025-12-03,55
1192,780,31,124,1+4,2025-04-17,Enrolled,65,Approved,2025-09-25,49
1193,781,29,114,6+6,2025-06-30,Enrolled,44,Approved,2025-10-31,30
1194,781,35,140,6+6,2025-05-01,Under Review,46,Pending,,15
1195,782,38,152,6+6,2025-06-22,Rejected,18,N/A,,20
1196,782,20,79,6+6,2025-06-30,Rejected,71,N/A,,15
1197,783,16,63,1+4,2025-05-07,Under Review,59,Pending,,49
1198,783,42,168,1+4,2025-06-05,Accepted,38,Pending,,40
1199,784,4,16,6+6,2025-06-30,Under Review,36,Pending,,33
1200,784,24,95,1+4,2025-06-30,Rejected,41,N/A,,28
1201,784,18,70,6+6,2025-06-30,Enrolled,55,Approved,2025-11-18,21
1202,784,26,104,1+4,2025-06-30,Enrolled,51,Approved,2025-11-23,33
1203,785,47,188,6+6,2025-06-30,Enrolled,31,Approved,2025-10-12,30
1204,785,21,81,Fall Bachelor,2025-06-30,Enrolled,16,Approved,2025-11-06,36
1205,786,42,168,1+4,2025-06-20,Rejected,51,N/A,,36
1206,786,47,188,6+6,2025-06-30,Enrolled,49,Approved,2025-12-16,46
1207,787,18,69,6+6,2025-06-30,Rejected,68,N/A,,1
1208,787,13,49,1+4,2025-05-06,Withdrawn,44,N/A,,15
1209,788,38,149,1+4,2025-04-25,Accepted,34,Approved,,35
1210,788,11,42,6+6,2025-03-18,Enrolled,84,Approved,2025-08-22,33
1211,789,22,85,6+6,2025-06-30,Enrolled,50,Approved,2025-10-21,35
1212,789,35,140,6+6,2025-06-11,Rejected,40,N/A,,20
1213,789,10,39,1+4,2025-06-30,Enrolled,45,Approved,2025-12-07,32
1214,789,11,44,6+6,2025-06-30,Enrolled,39,Approved,2025-11-18,36
1215,789,3,12,6+6,2025-06-30,Rejected,82,N/A,,39
1216,791,30,120,6+6,2025-06-30,Accepted,54,Pending,,46
1217,791,14,55,6+6,2025-06-30,Enrolled,35,Approved,2025-10-08,44
1218,792,11,44,6+6,2025-06-30,Enrolled,58,Approved,2025-11-26,40
1219,792,20,77,1+4,2025-06-30,Rejected,10,N/A,,35
1220,793,32,127,1+4,2025-05-25,Rejected,13,N/A,,33
1221,793,18,70,6+6,2025-01-28,Rejected,28,N/A,,43
1222,794,39,153,6+6,2025-06-06,Enrolled,49,Approved,2025-11-10,44
1223,795,33,129,1+4,2025-06-11,Enrolled,42,Approved,2025-11-08,37
1224,795,37,145,6+6,2025-06-30,Rejected,33,N/A,,33
1225,795,43,170,6+6,2025-06-13,Enrolled,79,Approved,2025-12-18,32
1226,798,48,192,6+6,2025-06-30,Rejected,49,N/A,,22
1227,799,35,140,6+6,2025-06-12,Rejected,21,N/A,,25
1228,799,36,143,1+4,2025-06-30,Rejected,54,N/A,,29
1229,800,13,52,6+6,2025-06-30,Rejected,22,N/A,,30
1230,800,47,188,6+6,2025-06-30,Enrolled,53,Approved,2025-10-27,27
1231,801,22,86,Master/PhD,2025-06-30,Enrolled,49,Approved,2025-11-18,59
1232,802,18,70,6+6,2025-06-24,Enrolled,25,Rejected,2025-09-21,52
1233,803,15,57,1+4,2025-02-10,Rejected,48,N/A,,46
1234,804,7,27,6+6,2025-05-31,Enrolled,57,Rejected,2025-10-13,34
1235,807,41,161,1+4,2025-06-30,Enrolled,32,Approved,2025-11-27,56
1236,807,32,125,1+4,2025-06-30,Enrolled,36,Approved,2025-10-30,37
1237,808,40,160,6+6,2025-06-26,Under Review,28,Pending,,40
1238,808,4,14,6+6,2025-03-10,Enrolled,46,Approved,2025-08-22,56
1239,810,28,109,6+6,2025-06-11,Under Review,47,Pending,,48
1240,811,46,184,1+4,2025-06-30,Under Review,22,Pending,,27
1241,811,37,147,1+4,2025-06-30,Rejected,72,N/A,,36
1242,812,7,26,1+4,2025-01-21,Enrolled,44,Approved,2025-07-02,60
1243,813,22,85,6+6,2025-03-10,Withdrawn,31,N/A,,32
1244,813,32,128,1+4,2025-05-06,Enrolled,51,Approved,2025-10-22,37
1245,814,1,1,Fall Bachelor,2025-06-30,Enrolled,45,Approved,2025-11-04,56
1246,815,36,144,6+6,2025-06-30,Under Review,20,Pending,,34
1247,815,26,104,1+4,2025-06-30,Under Review,33,Pending,,13
1248,815,48,192,6+6,2025-05-16,Rejected,57,N/A,,29
1249,815,43,169,6+6,2025-06-30,Rejected,24,N/A,,14
1250,816,19,76,6+6,2025-04-03,Accepted,10,Approved,,36
1251,816,14,55,6+6,2025-04-06,Enrolled,39,Approved,2025-09-04,44
1252,817,18,70,6+6,2025-06-30,Rejected,19,N/A,,51
1253,817,46,181,6+6,2025-06-30,Enrolled,55,Approved,2025-11-16,54
1254,817,47,186,1+4,2025-06-30,Enrolled,74,Approved,2025-11-27,27
1255,817,6,22,1+4,2025-06-30,Enrolled,22,Approved,2025-11-17,39
1256,818,39,156,1+4,2025-04-28,Rejected,74,N/A,,47
1257,820,33,131,6+6,2025-06-17,Enrolled,75,Rejected,2025-11-17,41
1258,821,33,132,Master/PhD,2025-06-30,Accepted,87,Rejected,,29
1259,821,30,119,Master/PhD,2025-06-30,Enrolled,55,Approved,2025-11-07,44
1260,822,3,9,6+6,2025-05-17,Enrolled,39,Approved,2025-09-21,46
1261,823,32,125,1+4,2025-06-30,Enrolled,29,Approved,2025-10-17,33
1262,824,12,47,6+6,2025-05-10,Enrolled,17,Approved,2025-09-12,45
1263,825,32,128,1+4,2025-06-30,Withdrawn,56,N/A,,11
1264,826,32,127,1+4,2025-06-30,Enrolled,67,Approved,2025-11-08,39
1265,828,3,10,6+6,2025-06-18,Accepted,20,Approved,,48
1266,829,24,94,1+4,2025-05-10,Under Review,34,Pending,,28
1267,829,42,167,1+4,2025-03-16,Enrolled,61,Approved,2025-08-04,33
1268,829,29,115,1+4,2025-03-15,Rejected,52,N/A,,34
1269,829,20,77,1+4,2025-04-12,Rejected,38,N/A,,33
1270,830,46,182,6+6,2025-02-08,Enrolled,73,Approved,2025-06-29,36
1271,831,13,49,1+4,2025-06-25,Enrolled,34,Approved,2025-10-13,46
1272,831,14,53,1+4,2025-04-15,Enrolled,31,Approved,2025-08-05,44
1273,832,18,69,6+6,2025-06-07,Under Review,41,Pending,,29
1274,832,5,17,Fall Bachelor,2025-03-17,Rejected,10,N/A,,43
1275,832,40,158,Fall Bachelor,2025-05-16,Enrolled,50,Approved,2025-09-15,39
1276,833,2,6,6+6,2025-01-22,Rejected,47,N/A,,35
1277,834,45,179,6+6,2025-06-30,Enrolled,31,Approved,2025-11-13,38
1278,834,17,68,1+4,2025-06-30,Accepted,28,Approved,,47
1279,834,38,152,6+6,2025-06-30,Accepted,69,Approved,,65
1280,834,17,67,1+4,2025-06-30,Enrolled,77,Approved,2025-12-31,51
1281,837,46,182,6+6,2025-06-30,Rejected,11,N/A,,36
1282,839,10,38,1+4,2025-06-30,Rejected,60,N/A,,34
1283,839,3,11,1+4,2025-06-30,Rejected,41,N/A,,40
1284,839,30,120,6+6,2025-06-30,Enrolled,12,Approved,2025-10-06,42
1285,840,29,113,Fall Bachelor,2025-06-30,Rejected,53,N/A,,50
1286,841,19,76,6+6,2025-06-30,Rejected,23,N/A,,17
1287,841,21,84,6+6,2025-06-30,Submitted,36,N/A,,14
1288,843,6,21,1+4,2025-06-30,Enrolled,36,Approved,2025-11-12,39
1289,846,40,158,Fall Bachelor,2025-06-30,Enrolled,31,Approved,2025-11-27,50
1290,847,30,120,6+6,2025-06-30,Enrolled,67,Approved,2025-11-04,36
1291,847,24,93,6+6,2025-06-30,Enrolled,38,Approved,2025-10-20,40
1292,847,31,123,6+6,2025-06-30,Enrolled,31,Approved,2025-11-05,38
1293,848,46,183,1+4,2025-06-28,Under Review,41,Pending,,17
1294,849,34,133,1+4,2025-03-24,Enrolled,102,Approved,2025-09-15,21
1295,850,41,161,1+4,2025-04-28,Rejected,26,N/A,,31
1296,851,8,30,Master/PhD,2025-04-12,Rejected,63,N/A,,21
1297,852,19,75,6+6,2025-05-24,Enrolled,61,Approved,2025-09-24,45
1298,852,13,52,6+6,2025-03-24,Withdrawn,38,N/A,,34
1299,853,49,194,6+6,2025-04-14,Enrolled,54,Approved,2025-08-12,52
1300,854,50,200,6+6,2025-06-30,Enrolled,45,Approved,2025-12-10,26
1301,855,20,80,Master/PhD,2025-02-14,Enrolled,14,Approved,2025-05-31,41
1302,855,40,157,Master/PhD,2025-05-15,Accepted,68,Approved,,44
1303,855,22,86,Master/PhD,2025-02-18,Rejected,39,N/A,,47
1304,855,16,64,Master/PhD,2025-04-03,Enrolled,58,Approved,2025-08-11,47
1305,856,49,195,6+6,2025-06-30,Rejected,14,N/A,,10
1306,857,25,99,6+6,2025-06-30,Rejected,14,N/A,,34
1307,858,24,93,6+6,2025-06-10,Rejected,35,N/A,,12
1308,859,24,96,6+6,2025-06-30,Enrolled,65,Approved,2025-12-28,42
1309,859,2,6,6+6,2025-05-15,Enrolled,52,Approved,2025-09-13,47
1310,859,33,129,1+4,2025-06-30,Rejected,51,N/A,,54
1311,861,18,69,6+6,2025-05-26,Rejected,52,N/A,,33
1312,861,44,176,6+6,2025-03-05,Enrolled,57,Approved,2025-07-22,45
1313,861,44,175,6+6,2025-06-04,Enrolled,55,Approved,2025-10-07,30
1314,863,13,52,6+6,2025-05-13,Enrolled,68,Approved,2025-10-04,33
1315,863,34,134,Fall Bachelor,2025-03-04,Accepted,67,Pending,,44
1316,864,13,50,1+4,2025-06-03,Submitted,13,N/A,,32
1317,865,36,144,6+6,2025-06-24,Enrolled,75,Pending,2025-12-24,48
1318,866,28,111,1+4,2025-03-03,Under Review,25,Pending,,45
1319,866,36,144,6+6,2025-05-01,Withdrawn,69,N/A,,34
1320,867,2,6,6+6,2025-06-18,Accepted,69,Approved,,45
1321,867,18,69,6+6,2025-06-15,Rejected,59,N/A,,39
1322,867,5,20,6+6,2025-05-14,Enrolled,10,Approved,2025-08-29,41
1323,868,6,23,6+6,2025-06-30,Enrolled,25,Approved,2025-11-02,41
1324,869,21,84,6+6,2025-06-16,Rejected,58,N/A,,50
1325,869,24,95,1+4,2025-06-30,Withdrawn,16,N/A,,43
1326,872,46,183,1+4,2025-06-30,Rejected,40,N/A,,42
1327,874,10,39,1+4,2025-06-30,Enrolled,59,Approved,2025-12-03,36
1328,875,33,131,6+6,2025-04-03,Withdrawn,15,N/A,,1
1329,875,36,144,6+6,2025-06-25,Enrolled,43,Approved,2025-12-05,8
1330,876,19,76,6+6,2025-04-10,Enrolled,91,Approved,2025-10-16,41
1331,877,11,42,6+6,2025-06-30,Withdrawn,42,N/A,,2
1332,878,23,89,6+6,2025-04-23,Rejected,62,N/A,,12
1333,879,44,173,1+4,2025-06-30,Enrolled,58,Approved,2025-11-10,46
1334,880,32,128,1+4,2025-04-14,Accepted,63,Rejected,,42
1335,880,5,17,Fall Bachelor,2025-06-19,Enrolled,39,Pending,2025-11-14,47
1336,880,40,158,Fall Bachelor,2025-06-30,Enrolled,13,Approved,2025-10-08,46
1337,881,24,95,1+4,2025-03-04,Rejected,30,N/A,,33
1338,882,2,8,1+4,2025-06-30,Enrolled,25,Approved,2025-09-24,40
1339,882,30,120,6+6,2025-05-19,Rejected,35,N/A,,33
1340,883,31,124,1+4,2025-06-30,Accepted,40,Approved,,34
1341,885,21,82,Fall Bachelor,2025-02-18,Enrolled,43,Approved,2025-06-12,39
1342,886,48,189,1+4,2025-06-30,Enrolled,47,Approved,2025-11-17,53
1343,887,25,98,6+6,2025-06-30,Under Review,74,Pending,,40
1344,889,30,120,6+6,2025-03-13,Enrolled,10,Approved,2025-06-30,48
1345,890,34,136,Fall Bachelor,2025-06-29,Accepted,25,Rejected,,63
1346,890,42,166,6+6,2025-06-30,Accepted,10,Rejected,,55
1347,890,5,19,1+4,2025-06-30,Enrolled,30,Approved,2025-10-03,68
1348,891,15,59,6+6,2025-03-25,Enrolled,45,Approved,2025-08-11,39
1349,891,37,146,6+6,2025-06-20,Enrolled,69,Approved,2025-11-23,52
1350,891,20,77,1+4,2025-05-21,Enrolled,10,Approved,2025-09-26,44
1351,892,12,47,6+6,2025-02-21,Under Review,43,Pending,,32
1352,892,6,24,6+6,2025-04-07,Rejected,56,N/A,,41
1353,893,30,118,Fall Bachelor,2025-03-07,Enrolled,17,Approved,2025-07-05,52
1354,894,48,190,6+6,2025-06-30,Rejected,38,N/A,,22
1355,894,37,148,6+6,2025-06-22,Withdrawn,74,N/A,,21
1356,894,12,46,6+6,2025-06-21,Withdrawn,62,N/A,,21
1357,896,35,137,1+4,2025-04-11,Enrolled,45,Approved,2025-08-09,47
1358,897,49,195,6+6,2025-05-27,Enrolled,25,Pending,2025-08-27,48
1359,897,32,127,1+4,2025-06-30,Enrolled,88,Approved,2025-12-31,63
1360,898,46,182,6+6,2025-06-30,Rejected,47,N/A,,38
1361,898,2,7,6+6,2025-03-24,Rejected,61,N/A,,37
1362,898,40,160,6+6,2025-05-11,Withdrawn,63,N/A,,33
1363,900,16,61,6+6,2025-06-01,Rejected,46,N/A,,48
1364,900,3,9,6+6,2025-05-17,Withdrawn,74,N/A,,41
1365,901,13,49,1+4,2025-06-13,Rejected,74,N/A,,40
1366,902,2,5,6+6,2025-05-27,Enrolled,45,Rejected,2025-09-20,41
1367,903,24,94,1+4,2025-05-31,Rejected,41,N/A,,55
1368,904,18,69,6+6,2025-05-26,Enrolled,57,Approved,2025-10-06,24
1369,904,6,23,6+6,2025-04-02,Withdrawn,47,N/A,,20
1370,905,19,74,1+4,2025-06-30,Enrolled,16,Approved,2025-10-03,17
1371,905,36,143,1+4,2025-06-30,Rejected,37,N/A,,38
1372,905,12,46,6+6,2025-06-30,Enrolled,69,Approved,2025-12-24,31
1373,906,30,120,6+6,2025-06-30,Submitted,68,N/A,,37
1374,906,45,179,6+6,2025-06-30,Enrolled,55,Approved,2025-11-12,29
1375,906,12,47,6+6,2025-06-30,Enrolled,33,Approved,2025-10-18,47
1376,907,2,6,6+6,2025-05-02,Rejected,23,N/A,,23
1377,907,45,177,1+4,2025-06-30,Rejected,33,N/A,,22
1378,908,18,72,6+6,2025-03-20,Rejected,29,N/A,,32
1379,908,46,183,1+4,2025-06-30,Rejected,41,N/A,,22
1380,908,13,52,6+6,2025-06-24,Under Review,28,Pending,,36
1381,908,33,129,1+4,2025-05-18,Rejected,30,N/A,,21
1382,909,38,152,6+6,2025-05-11,Rejected,59,N/A,,19
1383,910,31,124,1+4,2025-03-21,Under Review,62,Pending,,35
1384,910,31,121,1+4,2025-03-13,Accepted,74,Approved,,27
1385,911,23,89,6+6,2025-06-16,Submitted,10,N/A,,24
1386,911,26,104,1+4,2025-06-30,Rejected,29,N/A,,5
1387,912,23,90,6+6,2025-03-12,Accepted,10,Approved,,29
1388,913,16,62,1+4,2025-01-20,Rejected,26,N/A,,51
1389,913,13,51,Fall Bachelor,2025-02-24,Rejected,53,N/A,,34
1390,913,12,46,6+6,2025-04-14,Rejected,10,N/A,,45
1391,913,15,58,Fall Bachelor,2025-02-22,Enrolled,67,Approved,2025-07-04,29
1392,913,48,191,1+4,2025-01-19,Rejected,16,N/A,,37
1393,914,18,70,6+6,2025-06-30,Enrolled,36,Approved,2025-10-28,36
1394,914,25,98,6+6,2025-06-28,Enrolled,46,Approved,2025-11-07,24
1395,916,24,93,6+6,2025-06-30,Submitted,49,N/A,,28
1396,916,44,176,6+6,2025-05-23,Enrolled,61,Approved,2025-10-17,17
1397,916,21,84,6+6,2025-06-30,Rejected,10,N/A,,17
1398,917,36,144,6+6,2025-02-16,Enrolled,24,Approved,2025-07-07,37
1399,917,44,175,6+6,2025-05-07,Enrolled,59,Approved,2025-10-27,25
1400,917,12,48,Fall Bachelor,2025-02-24,Rejected,49,N/A,,19
1401,919,40,160,6+6,2025-06-29,Accepted,40,Approved,,29
1402,919,13,52,6+6,2025-06-02,Rejected,56,N/A,,37
1403,919,6,21,1+4,2025-06-30,Enrolled,50,Approved,2025-10-26,25
1404,921,44,175,6+6,2025-05-15,Enrolled,13,Approved,2025-08-01,21
1405,924,31,122,6+6,2025-05-07,Rejected,30,N/A,,33
1406,924,19,76,6+6,2025-06-30,Rejected,61,N/A,,21
1407,924,11,44,6+6,2025-06-23,Rejected,63,N/A,,39
1408,924,46,183,1+4,2025-04-13,Enrolled,35,Approved,2025-08-10,25
1409,925,10,37,1+4,2025-04-27,Submitted,27,N/A,,23
1410,926,34,135,6+6,2025-06-30,Enrolled,31,Approved,2025-10-02,31
1411,926,11,42,6+6,2025-06-30,Enrolled,39,Approved,2025-12-01,30
1412,926,50,199,6+6,2025-06-12,Rejected,70,N/A,,27
1413,927,34,134,Fall Bachelor,2025-06-30,Accepted,22,Approved,,59
1414,928,29,114,6+6,2025-06-30,Rejected,59,N/A,,2
1415,928,43,169,6+6,2025-06-09,Rejected,46,N/A,,26
1416,928,43,169,6+6,2025-06-30,Rejected,77,N/A,,7
1417,929,14,54,6+6,2025-06-30,Enrolled,63,Approved,2025-11-02,33
1418,929,3,9,6+6,2025-06-30,Rejected,22,N/A,,42
1419,929,36,144,6+6,2025-05-17,Enrolled,31,Pending,2025-08-16,46
1420,930,2,6,6+6,2025-06-26,Enrolled,35,Approved,2025-11-22,30
1421,931,28,111,1+4,2025-04-22,Enrolled,63,Approved,2025-09-25,38
1422,932,29,115,1+4,2025-04-18,Submitted,46,N/A,,29
1423,932,31,124,1+4,2025-02-04,Submitted,36,N/A,,28
1424,932,16,63,1+4,2025-03-24,Rejected,49,N/A,,39
1425,933,12,45,Fall Bachelor,2025-05-26,Withdrawn,79,N/A,,36
1426,933,9,36,1+4,2025-02-26,Enrolled,51,Approved,2025-08-16,20
1427,935,38,149,1+4,2025-03-18,Withdrawn,34,N/A,,20
1428,937,48,190,6+6,2025-04-17,Rejected,58,N/A,,50
1429,937,12,47,6+6,2025-04-12,Enrolled,55,Approved,2025-09-20,32
1430,938,7,25,1+4,2025-05-20,Enrolled,47,Rejected,2025-09-28,38
1431,938,27,105,Fall Bachelor,2025-04-22,Enrolled,10,Approved,2025-07-15,48
1432,939,33,130,Fall Bachelor,2025-05-15,Enrolled,68,Approved,2025-10-05,48
1433,941,37,148,6+6,2025-06-17,Enrolled,37,Approved,2025-10-20,50
1434,941,12,45,Fall Bachelor,2025-03-24,Enrolled,54,Approved,2025-09-12,45
1435,942,50,197,Master/PhD,2025-05-03,Enrolled,65,Approved,2025-09-25,31
1436,942,28,109,6+6,2025-05-05,Enrolled,74,Pending,2025-11-07,34
1437,942,2,7,6+6,2025-03-20,Rejected,10,N/A,,38
1438,942,21,82,Fall Bachelor,2025-02-05,Enrolled,64,Pending,2025-06-28,33
1439,943,5,19,1+4,2025-05-27,Rejected,36,N/A,,25
1440,943,18,72,6+6,2025-02-21,Accepted,53,Pending,,9
1441,943,9,35,6+6,2025-04-11,Rejected,10,N/A,,25
1442,943,7,27,6+6,2025-01-16,Rejected,55,N/A,,35
1443,944,23,89,6+6,2025-06-25,Under Review,10,Pending,,23
1444,944,24,96,6+6,2025-05-11,Accepted,44,Approved,,27
1445,944,49,195,6+6,2025-05-01,Rejected,10,N/A,,40
1446,945,4,13,6+6,2025-04-06,Withdrawn,78,N/A,,24
1447,945,26,102,Fall Bachelor,2025-05-26,Enrolled,39,Pending,2025-10-10,25
1448,947,29,114,6+6,2025-03-17,Accepted,27,Approved,,44
1449,948,34,133,1+4,2025-06-07,Withdrawn,18,N/A,,18
1450,948,48,190,6+6,2025-04-14,Rejected,47,N/A,,11
1451,949,26,104,1+4,2025-06-04,Rejected,38,N/A,,16
1452,950,18,72,6+6,2025-06-30,Enrolled,46,Approved,2025-11-27,50
1453,950,32,128,1+4,2025-04-18,Accepted,38,Approved,,49
1454,951,26,102,Fall Bachelor,2025-06-30,Enrolled,22,Approved,2025-11-14,53
1455,953,19,73,6+6,2025-03-22,Accepted,71,Approved,,32
1456,954,3,9,6+6,2025-04-21,Rejected,70,N/A,,22
1457,954,25,99,6+6,2025-05-14,Enrolled,62,Pending,2025-10-05,44
1458,955,17,66,1+4,2025-06-01,Rejected,34,N/A,,41
1459,955,28,109,6+6,2025-04-16,Rejected,78,N/A,,32
1460,957,11,42,6+6,2025-06-30,Withdrawn,42,N/A,,24
1461,957,24,96,6+6,2025-06-30,Enrolled,42,Approved,2025-10-30,29
1462,957,42,167,1+4,2025-06-30,Rejected,39,N/A,,25
1463,957,44,175,6+6,2025-06-30,Rejected,47,N/A,,37
1464,958,24,93,6+6,2025-04-04,Withdrawn,39,N/A,,21
1465,958,16,63,1+4,2025-06-30,Enrolled,31,Approved,2025-11-28,28
1466,960,44,175,6+6,2025-05-08,Enrolled,84,Approved,2025-10-29,29
1467,960,11,43,Fall Bachelor,2025-06-17,Enrolled,29,Approved,2025-10-01,30
1468,960,10,37,1+4,2025-06-30,Enrolled,21,Approved,2025-10-28,38
1469,962,16,63,1+4,2025-06-30,Enrolled,51,Approved,2025-11-04,40
1470,962,37,146,6+6,2025-06-30,Enrolled,57,Approved,2025-11-21,42
1471,962,23,90,6+6,2025-06-30,Accepted,44,Approved,,42
1472,963,4,14,6+6,2025-04-20,Rejected,57,N/A,,38
1473,963,42,168,1+4,2025-02-15,Submitted,68,N/A,,34
1474,963,36,144,6+6,2025-06-01,Accepted,37,Approved,,37
1475,964,1,2,Fall Bachelor,2025-06-30,Rejected,11,N/A,,45
1476,965,39,153,6+6,2025-03-14,Enrolled,10,Approved,2025-06-20,36
1477,966,5,19,1+4,2025-05-16,Enrolled,23,Approved,2025-09-15,37
1478,967,5,18,6+6,2025-03-17,Enrolled,42,Approved,2025-07-02,48
1479,967,24,94,1+4,2025-04-19,Rejected,57,N/A,,38
1480,968,33,131,6+6,2025-06-23,Accepted,51,Approved,,35
1481,969,19,74,1+4,2025-02-18,Rejected,43,N/A,,35
1482,969,29,116,Fall Bachelor,2025-06-24,Enrolled,53,Approved,2025-12-09,47
1483,969,17,65,Fall Bachelor,2025-05-09,Enrolled,28,Approved,2025-10-04,29
1484,971,31,122,6+6,2025-05-08,Rejected,77,N/A,,35
1485,971,31,123,6+6,2025-04-21,Rejected,37,N/A,,37
1486,971,6,21,1+4,2025-06-30,Rejected,63,N/A,,27
1487,972,10,40,6+6,2025-06-30,Accepted,59,Approved,,51
1488,973,32,126,1+4,2025-04-17,Accepted,61,Approved,,40
1489,973,17,68,1+4,2025-04-23,Rejected,47,N/A,,39
1490,974,6,23,6+6,2025-06-27,Enrolled,44,Approved,2025-10-10,50
